"","add","dom","epi","file"
"1",0.453283442793848,0,0.546716557206152,"areaNOF1.csv"
"2",1,0,0,"perimeterNOF1.csv"
"3",NA,NA,NA,"RPANOF1.csv"
"4",1,0,0,"lengthNOF1.csv"
"5",0.282034356198645,0,0.717965643801355,"widthNOF1.csv"
"6",1,0,0,"RWLNOF1.csv"
"7",NA,NA,NA,"ARNOF1.csv"
"8",0.781913262858258,0.151830118127853,0.0662566190138888,"seed massNOF1.csv"
